,ID_full,Player,Nation,First Name,Last Name,Position Primary,Position Secondary,Squad,League,Age,Born,90s,Assists,G+A,Goals without Penalties,Yellow Cards,Red Cards,xAssistedGoals,npxG+xAG,Prog. Carries,Prog. Passes,Progressive Passes received,Goals,Shots,Shots on Target,Shots on Target %,Goals per Shot,Goals per Shot on Target,xG,npxG,npxG per Shot,npxG Over/Underperformance,Passes played,Pass %,Progressive Pass Distance,Short Passes Completed,% Short Passes Completed,Medium Passes Completed,% Medium Passes Completed,Long Passes Completed,% Long Passes Completed,xA,xA Over/Underperformance,Key Passes,Passes into final 1/3,Passes into Penalty Area,Crosses into Penalty Area,Through Balls,Crosses,Shot Creating Actions,Goal Creating Actions,Tackles,Tackles Won,Tackles in Defensive 3rd,Tackles in Midfield,Tackles in Attacking 3rd,Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Blocks,Shots Blocked,Interceptions,Tackles + Int,Clearances,Errors leading to shots,Touches,Touches own PA,Touches in Def. 1/3,Touches in Midfield,Touches in Final 1/3,Touches Opp. PA,Take-Ons Attempted,Take-Ons Completed,% Successful Take-Ons,% Tackled during Take-Ons,Carries,Progressive Carries Distance,Carries into final 1/3,Carries into Penalty Area,Dispossesed,Fouls Committed,Fouls drawn,Offsides,Ball Recoveries,Aerials won,% Aerials won
50,sergio akieme_1997_almería,Sergio Akieme,ESP,Sergio,Akieme,DF,,Almería,La Liga,25,1997,18.6,0,2,2,2,0,2.2,3.3,27,28,72,2,9,5,55.6,0.22,0.40,1.2,1.2,0.13,+0.8,620,77.4,3150,314,90.8,247,82.9,48,43.2,2.1,-2.2,17,30,14,12,1,57,32,1,27,15,18,7,2,13,16,81.3,14,4,10,37,34,0,959,54,338,420,216,20,40,21,52.5,45.0,498,1141,23,2,16,18,17,1,99,10,40.0
51,sergio akieme_1997_reims,Sergio Akieme,ESP,Sergio,Akieme,DF,,Reims,Ligue 1,25,1997,9.1,0,2,2,2,0,0.4,1.8,20,20,34,2,11,2,18.2,0.18,1.00,1.4,1.4,0.13,+0.6,277,79.1,1253,148,90.8,109,82.0,14,37.8,0.4,-0.4,6,15,4,2,0,21,19,1,11,5,6,3,2,8,11,72.7,9,3,10,21,25,0,443,36,135,195,119,11,18,8,44.4,50.0,259,742,12,3,8,17,10,0,40,6,60.0
52,ebenezer akinsanmiro_2004_inter,Ebenezer Akinsanmiro,NGA,Ebenezer,Akinsanmiro,MF,,Inter,Serie A,18,2004,0.2,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0.0,7,87.5,45,6,100.0,1,100.0,0,0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,9,0,3,6,1,0,0,0,0,0,9,11,1,0,1,0,3,0,0,0,0
53,maghnes akliouche_2002_monaco,Maghnes Akliouche,FRA,Maghnes,Akliouche,MF,FW,Monaco,Ligue 1,21,2002,17.9,4,11,7,5,0,3.5,8.9,46,93,135,7,36,22,61.1,0.19,0.32,5.4,5.4,0.15,+1.6,645,77.4,2859,380,85.6,196,79.7,32,46.4,3.4,+0.5,38,64,38,3,8,54,88,9,37,23,12,20,5,12,36,33.3,21,0,9,46,3,0,1055,10,101,457,513,79,52,27,51.9,42.3,815,1866,45,14,40,33,31,1,110,4,17.4
54,paul akouokou_1997_betis,Paul Akouokou,CIV,Paul,Akouokou,MF,,Betis,La Liga,25,1997,0.3,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,16,94.1,65,7,87.5,7,100.0,1,100.0,0.0,0.0,0,0,0,0,0,0,0,0,5,3,0,2,3,3,3,100.0,3,1,1,6,1,0,26,2,10,14,3,0,0,0,0,0,11,8,0,0,0,1,1,0,0,0,0
55,paul akouokou_1997_lyon,Paul Akouokou,CIV,Paul,Akouokou,MF,,Lyon,Ligue 1,25,1997,3.4,0,0,0,1,0,0.0,0.1,0,13,2,0,2,0,0.0,0.00,0,0.1,0.1,0.03,-0.1,158,85.4,717,61,83.6,76,93.8,14,73.7,0.1,0.0,0,16,0,0,0,0,6,0,14,9,2,10,2,6,7,85.7,5,1,6,20,11,0,231,16,52,142,37,1,4,3,75.0,0.0,168,179,4,0,1,9,3,0,25,8,61.5
56,jean-daniel akpa-akpro_1992_monza,Jean-Daniel Akpa-Akpro,CIV,Jean-Daniel,Akpa-Akpro,MF,,Monza,Serie A,30,1992,7.8,0,0,0,5,0,0.1,0.6,11,10,12,0,7,3,42.9,0.00,0.00,0.5,0.5,0.08,-0.5,220,83.7,826,113,88.3,95,91.3,12,80.0,0.2,-0.1,1,14,0,0,1,1,5,0,20,11,14,4,2,3,9,33.3,10,4,12,32,15,1,348,22,111,187,58,5,10,3,30.0,30.0,189,591,9,1,7,15,5,0,29,5,41.7
57,david akpan ankeye_2002_genoa,David Akpan Ankeye,NGA,David,Akpan Ankeye,FW,,Genoa,Serie A,21,2002,0.6,0,0,0,0,0,0.0,0.0,3,1,2,0,0,0,0,0,0,0.0,0.0,0,0.0,8,88.9,20,2,66.7,3,100.0,0,0,0.4,0.0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0.0,1,0,0,1,0,0,17,0,2,6,10,1,5,2,40.0,60.0,12,61,1,1,0,2,1,0,4,0,0.0
58,kevin akpoguma_1995_hoffenheim,Kevin Akpoguma,NGA,Kevin,Akpoguma,DF,,Hoffenheim,Bundesliga,28,1995,12.2,0,0,0,7,0,0.3,0.6,10,55,9,0,2,0,0.0,0.00,0,0.3,0.3,0.15,-0.3,611,85.9,3879,275,91.1,277,90.2,50,63.3,0.4,-0.3,5,71,2,0,0,4,16,3,35,18,22,12,1,26,35,74.3,28,8,18,53,32,0,861,72,360,449,59,5,13,9,69.2,30.8,483,1054,11,2,1,15,14,0,60,25,54.3
59,david alaba_1992_real madrid,David Alaba,AUT,David,Alaba,DF,,Real Madrid,La Liga,31,1992,12.8,1,1,0,2,0,0.7,1.6,9,51,13,0,14,3,21.4,0.00,0.00,1.0,1.0,0.07,-1.0,810,89.6,4997,447,96.3,297,90.0,49,58.3,0.8,+0.3,10,56,5,0,4,17,18,1,13,9,7,5,1,4,8,50.0,10,7,15,28,34,0,1004,127,474,457,80,11,0,0,0,0,699,2011,11,0,1,4,0,0,63,10,52.6
60,luis alberto_1992_lazio,Luis Alberto,ESP,Luis,Alberto,MF,,Lazio,Serie A,30,1992,25.7,7,12,5,7,0,4.7,9.4,83,212,124,5,56,15,26.8,0.09,0.33,4.7,4.7,0.08,+0.3,1303,77.6,6568,711,89.2,442,82.2,104,43.5,4.8,+2.3,64,172,48,4,14,150,118,9,35,20,16,12,7,15,53,28.3,34,4,7,42,13,0,1904,23,231,1004,690,61,45,25,55.6,35.6,1018,3192,62,10,24,16,23,6,140,10,34.5
61,raúl albiol_1985_villarreal,Raúl Albiol,ESP,Raúl,Albiol,DF,,Villarreal,La Liga,37,1985,22.6,1,1,0,6,0,0.8,1.3,8,62,0,0,6,1,16.7,0.00,0.00,0.4,0.4,0.07,-0.4,1095,86.1,8497,295,90.8,663,92.9,130,63.1,0.6,+0.2,3,64,1,0,0,0,4,1,25,14,15,9,1,18,27,66.7,31,24,16,41,102,0,1476,244,853,605,26,14,0,0,0,0,811,2552,1,0,3,21,8,1,75,46,61.3
62,thiago alcántara_1991_liverpool,Thiago Alcántara,ESP,Thiago,Alcántara,MF,,Liverpool,Premier League,32,1991,0.1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,7,70.0,30,3,100.0,3,75.0,1,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,5,1,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0
63,carlos alcaraz_2002_juventus,Carlos Alcaraz,ARG,Carlos,Alcaraz,MF,,Juventus,Serie A,20,2002,4.2,1,1,0,0,0,0.1,0.5,6,27,9,0,11,2,18.2,0.00,0.00,0.4,0.4,0.03,-0.4,143,86.7,754,68,86.1,56,90.3,17,89.5,0.4,+0.9,2,20,4,0,2,1,6,1,6,6,0,6,0,5,10,50.0,5,2,5,11,4,0,221,7,22,133,69,12,9,3,33.3,55.6,141,310,13,1,4,5,5,0,17,2,18.2
64,rubén alcaraz_1991_cádiz,Rubén Alcaraz,ESP,Rubén,Alcaraz,MF,,Cádiz,La Liga,32,1991,34.8,1,4,1,14,0,1.4,3.1,27,154,37,3,46,10,21.7,0.02,0.10,3.3,1.7,0.04,-0.7,1271,80.3,6666,577,90.6,487,87.3,167,55.1,1.6,-0.4,23,151,16,3,1,36,75,5,97,59,39,52,6,50,121,41.3,60,14,33,130,55,2,1970,91,470,1193,328,28,23,10,43.5,47.8,997,1909,27,3,27,84,71,1,234,47,49.0
65,omar alderete_1996_getafe,Omar Alderete,PAR,Omar,Alderete,DF,,Getafe,La Liga,26,1996,24.4,1,1,0,8,1,1.0,2.2,23,98,9,0,24,5,20.8,0.00,0.00,1.2,1.2,0.05,-1.2,678,64.2,7319,155,77.9,351,79.6,167,43.5,0.8,0.0,13,98,14,1,0,5,31,3,28,21,15,13,0,19,35,54.3,30,18,13,41,111,0,1316,132,591,667,73,32,13,9,69.2,23.1,655,2701,13,0,5,34,11,2,107,55,55.0
66,iván alejo_1995_cádiz,Iván Alejo,ESP,Iván,Alejo,MF,,Cádiz,La Liga,28,1995,18.8,2,2,0,17,0,1.3,1.8,48,31,104,0,11,2,18.2,0.00,0.00,0.5,0.5,0.04,-0.5,245,50.9,1711,117,71.8,70,47.6,39,37.5,2.8,+0.7,16,17,25,22,1,151,37,5,40,23,23,11,6,17,57,29.8,20,0,7,47,17,0,701,27,139,241,335,21,61,24,39.3,50.8,401,1399,41,1,28,49,49,9,87,15,45.5
67,carles aleñá_1998_getafe,Carles Aleñá,ESP,Carles,Aleñá,MF,,Getafe,La Liga,25,1998,11.3,1,2,1,6,0,1.6,2.8,12,23,45,1,16,5,31.3,0.06,0.20,1.2,1.2,0.08,-0.2,308,77.8,1146,144,85.2,114,82.6,38,64.4,1.0,-0.6,18,31,3,2,1,33,36,2,24,8,7,14,3,10,24,41.7,14,3,4,28,13,0,546,14,74,251,223,22,28,6,21.4,71.4,308,402,14,5,18,22,18,3,53,11,36.7
68,trent alexander-arnold_1998_liverpool,Trent Alexander-Arnold,ENG,Trent,Alexander-Arnold,DF,,Liverpool,Premier League,24,1998,23.9,4,7,3,6,0,7.2,9.5,45,205,97,3,47,8,17.0,0.06,0.38,2.6,2.3,0.05,+0.7,1553,75.3,12434,676,92.1,607,79.7,244,49.3,6.1,-3.2,64,202,57,18,22,168,126,7,39,26,26,11,2,27,87,31.0,22,2,31,70,48,5,2296,75,523,1217,582,34,52,28,53.8,40.4,1250,2724,48,7,6,9,9,2,176,8,57.1
69,aboubacar ali_2006_strasbourg,Aboubacar Ali,FRA,Aboubacar,Ali,MF,FW,Strasbourg,Ligue 1,17,2006,1.4,1,1,0,0,0,0.1,0.3,3,3,12,0,4,2,50.0,0.00,0.00,0.2,0.2,0.06,-0.2,22,64.7,51,14,73.7,7,58.3,0,0,0.1,+0.9,1,4,1,0,0,6,1,1,2,0,0,2,0,0,0,0,1,0,1,3,2,0,56,1,4,19,35,7,3,1,33.3,66.7,41,79,1,1,2,4,1,0,5,1,16.7
70,mohamed ali cho_2004_real sociedad,Mohamed Ali Cho,FRA,Mohamed,Ali Cho,FW,MF,Real Sociedad,La Liga,19,2004,2.8,0,0,0,0,0,0.1,0.5,16,3,19,0,3,0,0.0,0.00,0,0.4,0.4,0.13,-0.4,38,57.6,124,23,71.9,12,66.7,1,11.1,0.3,-0.1,1,1,0,0,0,11,3,1,4,3,3,1,0,2,7,28.6,6,0,1,5,1,0,106,0,10,47,53,9,20,7,35.0,45.0,69,363,11,4,2,5,6,3,16,3,33.3
71,mohamed ali cho_2004_nice,Mohamed Ali Cho,FRA,Mohamed,Ali Cho,FW,,Nice,Ligue 1,19,2004,9.6,2,3,1,2,0,2.0,3.1,48,25,77,1,18,6,33.3,0.06,0.17,1.1,1.1,0.06,-0.1,193,72.0,731,111,83.5,66,73.3,11,40.7,1.4,0.0,14,10,11,2,1,44,34,4,12,9,4,7,1,3,11,27.3,10,0,3,15,6,0,371,3,41,145,194,36,38,16,42.1,50.0,288,1236,29,15,16,17,22,3,30,5,29.4
72,faride alidou_2001_köln,Faride Alidou,GER,Faride,Alidou,FW,MF,Köln,Bundesliga,22,2001,14.2,0,4,4,4,0,0.6,3.6,51,33,95,4,33,11,33.3,0.12,0.36,3.0,3.0,0.09,+1.0,196,64.3,831,97,72.4,69,69.0,20,48.8,0.7,-0.6,14,14,7,3,0,39,34,3,10,4,3,6,1,4,18,22.2,23,2,8,18,15,1,522,14,77,210,243,51,70,24,34.3,54.3,312,1191,23,18,27,21,23,3,57,18,39.1
73,nabil alioui_1999_le havre,Nabil Alioui,FRA,Nabil,Alioui,MF,FW,Le Havre,Ligue 1,24,1999,11.2,1,5,4,1,0,2.2,4.6,22,43,72,4,28,9,32.1,0.14,0.44,2.4,2.4,0.09,+1.6,228,63.7,1464,118,78.1,64,69.6,35,42.2,2.5,-1.2,24,35,15,3,6,54,40,2,3,2,2,1,0,2,4,50.0,6,1,3,6,4,0,485,6,50,224,221,33,38,15,39.5,55.3,340,846,20,7,17,10,20,5,36,10,50.0
74,alisson_1992_liverpool,Alisson,BRA,Alisson,,GK,,Liverpool,Premier League,30,1992,28.0,0,0,0,1,0,0.0,0.0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0.0,985,86.3,13147,238,99.6,597,98.4,147,51.8,0.0,0.0,1,8,0,0,0,0,11,0,0,0,0,0,0,0,1,0.0,0,0,0,0,11,4,1196,754,1145,52,0,0,0,0,0,0,850,2361,0,0,0,1,5,0,36,6,75.0
75,tadeo allende_1999_celta vigo,Tadeo Allende,ARG,Tadeo,Allende,MF,FW,Celta Vigo,La Liga,24,1999,3.7,0,1,1,1,0,0.4,1.6,9,7,25,1,8,2,25.0,0.13,0.50,1.2,1.2,0.16,-0.2,60,61.2,309,39,75.0,12,54.5,5,62.5,0.2,-0.4,2,5,2,1,1,10,9,0,6,1,3,2,1,4,6,66.7,3,0,3,9,3,0,143,3,19,66,60,11,8,3,37.5,50.0,85,223,4,1,8,2,3,3,19,5,55.6
76,jim allevinah_1995_clermont foot,Jim Allevinah,GAB,Jim,Allevinah,MF,DF,Clermont Foot,Ligue 1,28,1995,20.7,1,3,2,1,0,1.2,3.8,87,52,120,2,37,11,29.7,0.05,0.18,2.6,2.6,0.07,-0.6,589,79.3,2195,321,85.6,206,78.0,20,47.6,1.4,-0.2,20,36,20,8,1,47,58,3,30,18,11,14,5,14,35,40.0,20,3,13,43,30,0,1008,48,223,443,360,67,67,28,41.8,52.2,726,2680,55,13,26,15,26,1,100,16,38.1
77,domingos andré ribeiro almeida_2000_valencia,Domingos André Ribeiro Almeida,POR,Domingos,André Ribeiro Almeida,FW,MF,Valencia,La Liga,23,2000,10.7,1,3,2,0,0,1.2,1.8,24,50,33,2,10,4,40.0,0.20,0.50,0.6,0.6,0.06,+1.4,315,78.9,1257,183,90.6,99,79.8,23,57.5,0.9,-0.2,13,29,10,0,0,18,29,1,25,15,9,12,4,9,19,47.4,13,1,6,31,5,0,514,12,72,245,203,16,29,13,44.8,41.4,292,861,27,6,17,12,20,1,43,4,21.1
78,miguel almirón_1994_newcastle utd,Miguel Almirón,PAR,Miguel,Almirón,FW,,Newcastle Utd,Premier League,29,1994,21.5,1,4,3,2,0,2.6,7.2,78,78,162,3,41,12,29.3,0.07,0.25,4.5,4.5,0.11,-1.5,668,83.4,1846,411,90.1,208,83.2,21,55.3,2.4,-1.6,24,38,21,3,5,24,52,4,36,24,13,15,8,11,29,37.9,29,2,10,46,13,0,1029,25,137,430,475,86,52,23,44.2,42.3,652,2276,43,22,27,16,22,10,97,6,46.2
79,pontus almqvist_1999_lecce,Pontus Almqvist,SWE,Pontus,Almqvist,FW,MF,Lecce,Serie A,24,1999,23.4,1,3,2,5,0,2.7,5.0,72,32,137,2,40,15,37.5,0.05,0.13,2.3,2.3,0.06,-0.3,351,73.4,1071,224,79.4,85,70.8,17,85.0,1.8,-1.7,27,14,12,4,1,21,64,7,45,29,16,22,7,23,51,45.1,21,2,14,59,10,0,779,11,105,332,360,80,93,37,39.8,46.2,505,1930,47,35,39,29,35,1,69,14,38.9
80,marcos alonso_1990_barcelona,Marcos Alonso,ESP,Marcos,Alonso,DF,,Barcelona,La Liga,32,1990,2.8,0,0,0,0,0,0.5,0.6,11,14,33,0,3,2,66.7,0.00,0.00,0.1,0.1,0.03,-0.1,180,84.1,803,105,93.8,57,85.1,8,38.1,0.3,-0.5,5,10,3,1,0,15,8,1,5,3,2,3,0,3,4,75.0,2,0,4,9,6,0,246,7,59,100,89,7,6,3,50.0,33.3,141,388,10,2,3,7,6,0,14,2,33.3
81,adrià altimira_2001_villarreal,Adrià Altimira,ESP,Adrià,Altimira,DF,MF,Villarreal,La Liga,22,2001,8.6,0,0,0,3,0,0.1,0.1,10,29,15,0,1,0,0.0,0.00,0,0.0,0.0,0.03,0.0,389,83.7,2133,180,86.5,170,88.1,31,73.8,0.2,-0.1,2,25,5,2,0,5,6,1,16,7,9,6,1,9,24,37.5,18,5,5,21,18,0,552,38,200,278,82,2,16,11,68.8,25.0,257,644,6,0,5,12,4,0,42,2,22.2
82,sergi altimira_2001_betis,Sergi Altimira,ESP,Sergi,Altimira,MF,,Betis,La Liga,21,2001,6.3,0,1,1,1,0,0.3,0.5,10,31,8,1,7,2,28.6,0.14,0.50,0.2,0.2,0.03,+0.8,289,90.3,1149,142,92.2,110,94.8,30,83.3,0.3,-0.3,4,26,2,0,0,1,14,0,15,8,8,6,1,11,23,47.8,12,1,9,24,10,0,391,22,93,236,64,6,11,6,54.5,45.5,224,465,4,0,9,8,8,0,41,2,33.3
83,edson álvarez_1997_west ham,Edson Álvarez,MEX,Edson,Álvarez,MF,,West Ham,Premier League,25,1997,26.4,1,2,1,11,0,0.6,1.9,20,91,26,1,17,3,17.6,0.06,0.33,1.3,1.3,0.08,-0.3,1033,85.6,5225,518,90.4,401,90.1,87,65.9,0.8,+0.4,12,87,6,1,2,4,32,2,80,39,47,26,7,31,66,47.0,59,20,42,122,81,0,1599,150,565,854,201,16,42,27,64.3,33.3,890,2227,27,1,30,33,15,1,164,30,46.9
84,gastón álvarez_2000_getafe,Gastón Álvarez,URU,Gastón,Álvarez,DF,,Getafe,La Liga,23,2000,28.2,0,2,2,7,0,0.6,1.4,11,63,40,2,14,3,21.4,0.14,0.67,0.7,0.7,0.05,+1.3,754,74.1,5016,296,87.3,356,81.3,86,43.7,0.4,-0.6,8,64,5,3,0,25,22,1,68,37,43,20,5,37,57,64.9,40,11,35,103,80,0,1325,125,508,648,178,22,21,9,42.9,52.4,558,1283,12,0,10,43,10,1,132,51,63.0
85,hugo álvarez_2003_celta vigo,Hugo Álvarez,ESP,Hugo,Álvarez,MF,DF,Celta Vigo,La Liga,20,2003,8.5,1,2,1,1,0,1.5,2.6,36,34,80,1,12,4,33.3,0.08,0.25,1.0,1.0,0.09,0.0,380,83.5,1437,241,91.6,117,87.3,8,29.6,1.8,-0.5,19,19,15,3,4,22,31,2,14,9,8,3,3,9,20,45.0,4,1,5,19,9,0,536,16,96,188,263,32,29,16,55.2,37.9,320,1108,15,16,13,9,9,1,47,5,45.5
86,julián álvarez_2000_manchester city,Julián Álvarez,ARG,Julián,Álvarez,MF,FW,Manchester City,Premier League,23,2000,29.4,8,19,9,2,0,6.4,17.9,64,103,180,11,96,37,38.5,0.09,0.24,13.0,11.5,0.12,-2.5,1011,80.4,2992,615,90.6,272,82.9,58,40.0,6.3,+1.6,67,43,41,4,9,137,118,15,24,13,5,8,11,8,32,25.0,30,0,2,26,14,1,1554,20,107,473,988,149,42,20,47.6,52.4,914,2092,59,28,36,23,13,2,98,4,14.3
87,yeray álvarez_1995_athletic club,Yeray Álvarez,ESP,Yeray,Álvarez,DF,,Athletic Club,La Liga,28,1995,12.8,0,0,0,1,1,0.1,0.4,13,55,2,0,7,2,28.6,0.00,0.00,0.3,0.3,0.04,-0.3,572,80.6,4181,157,86.7,346,91.5,63,49.2,0.4,-0.1,3,38,3,0,2,1,10,2,18,9,15,3,0,12,19,63.2,8,5,11,29,34,1,810,52,344,440,31,7,3,2,66.7,33.3,428,1856,9,1,0,15,14,0,68,43,74.1
88,skelly alvero_2002_lyon,Skelly Alvero,FRA,Skelly,Alvero,MF,,Lyon,Ligue 1,21,2002,4.7,0,1,1,2,0,0.0,0.4,3,27,13,1,9,3,33.3,0.11,0.33,0.4,0.4,0.05,+0.6,159,82.4,738,83,87.4,60,80.0,12,75.0,0.2,0.0,1,17,3,1,1,2,12,0,8,7,5,2,1,2,9,22.2,5,1,2,10,5,0,242,8,43,143,58,6,7,4,57.1,28.6,182,321,4,0,7,12,3,0,20,9,56.3
89,skelly alvero_2002_werder bremen,Skelly Alvero,FRA,Skelly,Alvero,MF,,Werder Bremen,Bundesliga,21,2002,1.4,0,1,1,1,0,0.0,0.4,1,9,6,1,5,3,60.0,0.20,0.33,0.3,0.3,0.07,+0.7,59,77.6,274,24,68.6,25,92.6,8,88.9,0.0,0.0,1,3,1,0,0,0,4,0,6,4,1,5,0,3,3,100.0,3,1,1,7,1,0,100,4,26,54,21,6,2,2,100.0,0.0,61,172,3,0,1,2,3,0,9,6,85.7
90,papa amadou diallo_2004_metz,Papa Amadou Diallo,SEN,Papa,Amadou Diallo,FW,,Metz,Ligue 1,19,2004,9.9,1,3,2,1,0,0.9,3.5,25,30,65,2,13,5,38.5,0.15,0.40,2.6,2.6,0.20,-0.6,167,65.0,899,86,71.1,64,65.3,12,50.0,0.7,+0.1,12,17,6,2,2,14,20,1,18,8,10,7,1,7,21,33.3,11,1,11,29,16,0,405,18,97,177,146,24,43,16,37.2,58.1,259,806,18,5,9,10,11,4,59,30,45.5
91,selim amallah_1996_valencia,Selim Amallah,MAR,Selim,Amallah,FW,MF,Valencia,La Liga,26,1996,6.7,1,1,0,5,1,0.3,0.8,7,21,36,0,11,4,36.4,0.00,0.00,0.4,0.4,0.04,-0.4,120,73.2,456,69,83.1,32,69.6,7,50.0,0.3,+0.7,4,11,3,0,2,4,14,1,17,12,7,7,3,3,9,33.3,13,0,11,28,6,0,293,7,48,133,117,16,42,18,42.9,35.7,172,358,13,2,15,21,24,1,36,11,42.3
92,amath_1996_mallorca,Amath,SEN,Amath,,FW,MF,Mallorca,La Liga,27,1996,4.4,0,0,0,2,0,0.4,1.9,19,13,30,0,12,2,16.7,0.00,0.00,1.6,1.6,0.13,-1.6,76,67.3,296,42,76.4,24,63.2,6,75.0,0.3,-0.4,3,8,4,2,2,7,17,0,9,6,7,2,0,2,10,20.0,2,0,3,12,6,0,198,6,32,79,90,21,25,8,32.0,60.0,119,478,8,9,8,10,7,4,21,6,54.5
93,lorenzo amatucci_2004_fiorentina,Lorenzo Amatucci,ITA,Lorenzo,Amatucci,MF,,Fiorentina,Serie A,19,2004,0.2,0,0,0,0,0,0.0,0.0,1,2,1,0,1,0,0.0,0.00,0,0.0,0.0,0.01,0.0,22,88.0,101,6,85.7,14,100.0,2,100.0,0.1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,15,10,1,0,0,0,0,13,17,0,0,0,1,0,0,3,1,50.0
94,jordan amavi_1994_brest,Jordan Amavi,FRA,Jordan,Amavi,DF,,Brest,Ligue 1,29,1994,1.0,0,1,1,1,0,0.0,0.1,0,2,1,1,1,1,100.0,1.00,1.00,0.1,0.1,0.10,+0.9,47,87.0,247,18,90.0,25,86.2,4,100.0,0.0,0.0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,3,33.3,2,1,3,4,2,0,67,4,18,42,8,0,2,1,50.0,50.0,43,75,1,0,1,2,0,0,7,1,100.0
95,zeki amdouni_2000_burnley,Zeki Amdouni,SUI,Zeki,Amdouni,FW,,Burnley,Premier League,22,2000,21.7,1,6,4,2,0,1.4,6.5,63,49,93,5,48,21,43.8,0.08,0.19,5.8,5.0,0.10,-1.0,396,79.2,1153,216,81.5,141,87.6,24,68.6,1.3,-0.4,16,28,9,0,7,8,50,4,27,18,1,15,11,7,25,28.0,23,10,9,36,10,0,789,24,94,379,337,68,88,29,33.0,53.4,468,1654,30,20,32,22,39,2,79,15,21.1
96,kelvin amian_1998_nantes,Kelvin Amian,FRA,Kelvin,Amian,DF,,Nantes,Ligue 1,25,1998,8.9,1,1,0,2,0,0.6,0.6,12,28,21,0,1,0,0.0,0.00,0,0.1,0.1,0.05,-0.1,268,76.6,1782,142,89.3,100,78.7,22,48.9,0.7,+0.4,5,26,4,2,1,14,8,1,16,7,12,4,0,11,15,73.3,6,0,7,23,28,0,430,34,130,193,107,4,7,3,42.9,57.1,242,609,10,0,7,13,3,0,19,6,60.0
97,bruno amione_2002_hellas verona,Bruno Amione,ARG,Bruno,Amione,DF,,Hellas Verona,Serie A,21,2002,6.4,0,0,0,2,0,0.0,0.3,2,17,2,0,5,3,60.0,0.00,0.00,0.3,0.3,0.06,-0.3,217,79.5,1390,83,83.8,114,86.4,15,45.5,0.0,0.0,1,11,0,0,0,1,3,0,11,3,9,2,0,4,5,80.0,4,2,9,20,19,2,344,22,176,157,15,7,2,1,50.0,50.0,190,402,3,0,1,10,6,0,39,19,65.5
98,michael amir murillo_1996_marseille,Michael Amir Murillo,PAN,Michael,Amir Murillo,DF,,Marseille,Ligue 1,27,1996,11.1,2,5,3,3,0,1.2,2.0,6,35,52,3,6,4,66.7,0.50,0.75,0.8,0.8,0.14,+2.2,492,81.7,2497,220,85.6,222,82.8,35,64.8,1.2,+0.8,7,26,8,2,0,16,15,3,23,11,13,6,4,15,23,65.2,9,2,11,34,34,2,703,44,184,359,169,17,19,12,63.2,36.8,486,805,11,3,8,10,10,6,60,15,57.7
99,nadiem amiri_1996_mainz 05,Nadiem Amiri,GER,Nadiem,Amiri,MF,,Mainz 05,Bundesliga,26,1996,14.6,4,5,1,5,0,4.3,5.7,16,88,22,1,35,8,22.9,0.03,0.13,2.2,1.4,0.04,-0.4,567,71.1,4288,247,84.9,205,77.9,94,46.8,4.1,-0.3,52,70,17,3,2,126,91,11,22,14,8,10,4,13,19,68.4,16,2,14,36,18,0,984,29,149,504,346,15,55,25,45.5,43.6,470,1094,25,5,19,11,32,1,93,10,66.7
100,nadiem amiri_1996_leverkusen,Nadiem Amiri,GER,Nadiem,Amiri,MF,,Leverkusen,Bundesliga,26,1996,1.0,0,0,0,0,0,0.0,0.2,5,6,6,0,3,2,66.7,0.00,0.00,0.1,0.1,0.04,-0.1,92,92.0,238,70,97.2,17,89.5,1,100.0,0.1,0.0,1,8,2,0,0,1,1,0,4,2,0,3,1,0,3,0.0,0,0,0,4,1,0,116,2,9,62,48,2,6,1,16.7,66.7,57,187,4,1,0,1,3,0,8,0,0
101,kofi amoako_2005_wolfsburg,Kofi Amoako,GER,Kofi,Amoako,MF,,Wolfsburg,Bundesliga,18,2005,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
